"地点名称","楼盘名称","地址","纬度","经度"
"Larchwood 8樓 H室",NA,NA,NA,NA
"Larchwood 22樓 G室",NA,NA,NA,NA
"Wetland Seasons Bay 1期 別墅WV7",NA,NA,NA,NA
"寶峰 7樓 B室",NA,NA,NA,NA
"海新大廈 8樓 A室",NA,NA,NA,NA
"太子中心 1座 8樓 B室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 33樓 A室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 12樓 F室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 35樓 J室",NA,NA,NA,NA
"Diva 18樓 C室",NA,NA,NA,NA
"Grand Austin 3A座 26樓 D室",NA,NA,NA,NA
"日出康城 5期A Malibu 2A座 39樓 E室",NA,NA,NA,NA
"瑜悅 30樓 B室",NA,NA,NA,NA
"傲玟 3座 10樓 B室",NA,NA,NA,NA
"瑜悅 30樓 C室",NA,NA,NA,NA
"得勝大樓 二樓 A室(90號)",NA,NA,NA,NA
"得勝大樓 二樓 B室(94號)",NA,NA,NA,NA
"泓都 2座 33樓 G室","The Merton Tower 2","The Merton Tower 2, 38 New Praya, Kennedy Town, Hong Kong",22.2831981,114.1261346
"君匯港 6座 35樓 H室",NA,NA,NA,NA
"天賦海灣 1期 21座 8樓 D室","Providence Bay","5 Fo Chun Rd, Providence Bay, Hong Kong",22.4335905,114.2025907
"銀禧花園 5座 22樓 G室","Jubilee Garden Block 5","Jubilee Garden Block 5, 2-18 Lok King St, Fo Tan, Hong Kong",22.3979982,114.2002727
"新港城 4期 L座 11樓 3室",NA,NA,NA,NA
"耀星華庭 3樓 B室",NA,NA,NA,NA
"啟德海灣 1期 2B座 3樓 H室",NA,NA,NA,NA
"天璽．天 1期 5座 23樓 A2室",NA,NA,NA,NA
"加州花園 1期A 爵仕居 海棠徑 3號屋",NA,NA,NA,NA
"Eight South Lane 21樓 B室",NA,NA,NA,NA
"嘉湖山莊 1期 樂湖居 8座 21樓 B室","Locwood Court - Kingswood Villas Block 8","Locwood Court - Kingswood Villas Block 8, 1 Tin Wu Rd, Tin Shui Wai, Hong Kong",22.4519393,113.9989847
"朗逸峰 1期 5座 11樓 A室",NA,NA,NA,NA
"錦繡花園 D段第二街 58號","Fairview Park - 58 Section D 2nd Street","Fairview Park - 58 Section D 2nd Street, 58 Section D 2nd St, Fairview Park, Hong Kong",22.4758232,114.0442711
"錦泰苑 錦基閣 (M座) 30樓 2室","Kam Tai Court Block E Kam Wai House","Hong Kong, 馬鞍山路",22.4080555,114.2205767
"海日灣 Court B 2座 3樓 C室",NA,NA,NA,NA
"天璽．天 1期 3座 11樓 A1室",NA,NA,NA,NA
"St. George's Mansions 3座 11樓 B室",NA,NA,NA,NA
"朗屏邨 鏡屏樓 17樓 16室","Long Ping Estate Kang Ping House","Long Ping Estate Kang Ping House, 1 Long Ping Rd, Yuen Long, Hong Kong",22.449752,114.0233472
"The Yoho Hub C期 The Yoho Hub II 6座 16樓 H室",NA,NA,NA,NA
"泰峯 1B座 5樓 A室",NA,NA,NA,NA
"天璽．天 1期 3座 18樓 A2室",NA,NA,NA,NA
"栢慧豪園 1期 2座 29樓 F室",NA,NA,NA,NA
"好順泰大廈 B座 11樓 A室(1室)","Ho Shun Tai Building Block B","Ho Shun Tai Building Block B, 10 Sai Ching St, Yuen Long, Hong Kong",22.4414277,114.0276786
"屯門市廣場 2期 2座 10樓 E室",NA,NA,NA,NA
"天璽．天 1期 6座 30樓 A1室",NA,NA,NA,NA
"天璽．天 1期 5座 17樓 B5室",NA,NA,NA,NA
"麗寶大廈 4樓 A室(1室)","Lai Bo Building","Lai Bo Building, 2 Tsing Ho Square, Tuen Mun, Hong Kong",22.3879817,113.9791561
"康濤閣 B座 5樓 8室","Hamden Court Block B","Hamden Court Block B, 149-151 Hong Ning Rd, Ngau Tau Kok, Hong Kong",22.3198653,114.2231183
"浪琴園 車位 3樓 42號",NA,NA,NA,NA
"日出康城 9期A Marini 3座 (3B) 66樓 D室",NA,NA,NA,NA
"天璽．天 1期 5座 22樓 A6室",NA,NA,NA,NA
"荃灣花園 吉祥閣 (D座) 十樓 3室",NA,NA,NA,NA
"宏豐大廈 浙江街33號 十五樓 B室",NA,NA,NA,NA
"鳳儀大廈 12樓 4室",NA,NA,NA,NA
"匯璽 3期 匯璽ll 3B座 46樓 F室",NA,NA,NA,NA
"康怡花園 F座 (9-16室) 12樓 15室","Kornhill Block F","Kornhill Block F, 9 Hong Shing St, Kornhill, Hong Kong",22.281165,114.2163167
"吉喆 16樓 K室",NA,NA,NA,NA
"嘉峯匯 都會城邸2 3樓 F室",NA,NA,NA,NA
"順緻苑 順康閣 (F座) 四樓 14室","shun Ning House","shun Ning House, 5 Shun Chi St, Cha Liu Au, Hong Kong",22.3330657,114.2258284
"尚城 7座 18樓 D室","Uptown Tower 7","Uptown Tower 7, 600 Castle Peak Rd - Hung Shui Kiu, Hung Shui Kiu, Hong Kong",22.4338244,114.0008776
"新興花園 康誠閣 (4座) 21樓 A室","Sun Hing Garden Block 4 Hong Shing Court","Sun Hing Garden Block 4 Hong Shing Court, 2 On Po Ln, Tai Po, Hong Kong",22.454081,114.1734603
"瑜悅 26樓 E室",NA,NA,NA,NA
"瑜悅 26樓 D室",NA,NA,NA,NA
"寶星中心 C座 18樓 3室","寶星中心C座","Po Sing Centre Block C, 1號 Ta Chuen Ping St, Kwai Chung, Hong Kong",22.366169,114.136216
"康盛花園 3座 6樓 L室","Hong Sing Gardens Block 3","Hong Sing Gardens Block 3, 1 Po Lam Rd N, Hong Kong",22.3194286,114.2533989
"天璽．天 1期 3座 17樓 B1室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 5B座 19樓 M室",NA,NA,NA,NA
"Bal Residence 19樓 D室","Bal Residence","18號 Hang On St, Kwun Tong, Hong Kong",22.3157442,114.2223518
"啟朗苑 A座 18樓 7室",NA,NA,NA,NA
"雅利德樺臺 21樓 F室",NA,NA,NA,NA
"曉珀 18樓 B室",NA,NA,NA,NA
"匯景花園 1座 7樓 E室","Sceneway Garden Block 1","Sceneway Garden Block 1, Sceneway Garden, Hong Kong",22.3078459,114.2329249
"黃埔花園 5期 青樺苑 4座 6樓 C室",NA,NA,NA,NA
"啟朗苑 C座 16樓 2室",NA,NA,NA,NA
"豐盛苑 榮盛閣 (A座) 26樓 4室",NA,NA,NA,NA
"新都城 2期 1座 25樓 F室",NA,NA,NA,NA
"The Yoho Hub C期 The Yoho Hub II 6座 36樓 H室",NA,NA,NA,NA
"豪景花園 3期 19座 6樓 C室",NA,NA,NA,NA
"海茵莊園 1座 23樓 B9室",NA,NA,NA,NA
"天璽．天 1期 6座 11樓 A6室",NA,NA,NA,NA
"港島南岸 1期 晉環 1座 (1B) 42樓 B室",NA,NA,NA,NA
"天璽．天 1期 5座 18樓 A5室",NA,NA,NA,NA
"德福花園 O座 8樓 3室",NA,NA,NA,NA
"偉華中心 4座 18樓 G室","利嘉閣 - 沙田-偉華中心分行, Ricacorp Property - Shatin-Wai Wah Centre Branch","Hong Kong, Sha Tin, Sha Tin Centre St, 11-17號5B號舖 Shop 5B, Level 3, Chanway Shopping Centre, Nos. 11-17 Sha Tin Centre Street Shatin, New Territories Wai Wah Centre Block 3, 3樓",22.3806298,114.1869086
"緹外 2座 3樓 B室",NA,NA,NA,NA
"日出康城 2期A 領都 車位 3樓 795號","領都 Le Prestige - Lohas Park Phase 2","Lohas Park Phase 2a Le Prestige Blue Danube, 1 Lohas Park Rd, Lohas Park, Hong Kong",22.2937258,114.2726925
"Monterey 8座 11樓 A室",NA,NA,NA,NA
"天璽．天 1期 3座 18樓 A3室",NA,NA,NA,NA
"天頌苑 頌浩閣 (L座) 8樓 2室","Tin Chung Court Block L Chung Ho House","Tin Chung Court Block L Chung Ho House, 3 Tin Wing Rd, Tin Shui Wai, Hong Kong",22.4611044,113.9976485
"泰峯 1A座 31樓 C室",NA,NA,NA,NA
"泰峯 1A座 29樓 C室",NA,NA,NA,NA
"泰峯 1A座 30樓 C室",NA,NA,NA,NA
"天璽．天 1期 6座 33樓 B室",NA,NA,NA,NA
"瑜悅 10樓 A室","瑜悦 ECHO HOUSE","28號 Tonkin St, Cheung Sha Wan, Hong Kong",22.3355964,114.158447
"Novo Land 3B期 Fiskars 1座 23樓 A2室",NA,NA,NA,NA
"Belgravia Place 1期 1A座 26樓 2室",NA,NA,NA,NA
"星河明居 A座 35樓 6室","Galaxia Block A","Galaxia Block A, 3 Lung Poon St, Tai Hom, Hong Kong",22.3407887,114.202839
"泰峯 2A座 30樓 E室",NA,NA,NA,NA
"Henley Park 1A座 35樓 C室",NA,NA,NA,NA
"天璽．天 1期 3座 19樓 A3室",NA,NA,NA,NA
"玉山大廈 1樓 B室",NA,NA,NA,NA
"俊陞華庭 7樓 A室",NA,NA,NA,NA
"富輝花園 1座 8樓 F室","Fu Fai Garden Block 1","Fu Fai Garden Block 1, 28 On Shing St, Ma On Shan, Hong Kong",22.4247747,114.2333147
"荃灣中心 貴陽樓 (13座) 17樓 A室","Tsuen Wan Centre Kweiyang House","Tsuen Wan Centre Kweiyang House, 90 Tsuen King Circuit, Hong Kong",22.3787854,114.1083783
"瑜悅 31樓 B室",NA,NA,NA,NA
"安秀苑 B座 23樓 4室",NA,NA,NA,NA
"美孚新邨 8期 百老匯街98-100號 12樓 98號B室",NA,NA,NA,NA
"天巒 洛卡諾大道 洋房9","Locarno Ave","Locarno Ave, Kwu Tung, Hong Kong",22.4990634,114.0992839
"將軍澳中心 2期 11座 15樓 E室",NA,NA,NA,NA
"天璽．天 1期 6座 39樓 C室",NA,NA,NA,NA
"The Yoho Hub C期 The Yoho Hub II 6座 45樓 G室",NA,NA,NA,NA
"天璽．天 1期 6座 6樓 A5室",NA,NA,NA,NA
"天璽．天 1期 5座 22樓 A1室",NA,NA,NA,NA
"嘉湖山莊 2期 賞湖居 車位 低層地下 155號","Sherwood Crt - Kingswood Villas Block 2","Sherwood Crt - Kingswood Villas Block 2, 3 Tin Wu Rd, Tin Shui Wai, Hong Kong",22.4527874,114.0018909
"瑜悅 10樓 E室",NA,NA,NA,NA
"天璽．天 1期 5座 10樓 A2室",NA,NA,NA,NA
"瑜悅 31樓 D室",NA,NA,NA,NA
"瑜悅 31樓 E室",NA,NA,NA,NA
"天璽．天 1期 6座 7樓 A5室",NA,NA,NA,NA
"瑜悅 7樓 D室",NA,NA,NA,NA
"啟德海灣 1期 2A座 7樓 M室",NA,NA,NA,NA
"嘉熙 7座 10樓 A室",NA,NA,NA,NA
"蝶翠峰 3期 綠庭園 17座 8樓 C室","Sereno Verde La Pradera BLK 17","Sereno Verde La Pradera Block 17, 99號 Tai Tong Rd, Yuen Long, Hong Kong",22.4369753,114.031163
"昇悅居 3座 23樓 D室","Liberte Block 3","Liberte Block 3, 833 Lai Chi Kok Rd, Cheung Sha Wan, Hong Kong",22.3340639,114.1492071
"太古城 金殿台 夏宮閣 (23座) 21樓 E室",NA,NA,NA,NA
"清濤苑 37樓 12室",NA,NA,NA,NA
"上海街214號 5樓 214號","5 214 号","5 214 号, 214 Shanghai St, Yau Ma Tei, Hong Kong",22.3081866,114.1701412
"麗晶花園 6座 10樓 E室","丽晶花园九座","Hong Kong, Kowloon Bay, Wang Kwong Rd, 80號, Richland Gardens Block 9, 6A室",22.3307118,114.2059894
"黃埔新邨 景榮樓 (P座) 十四樓 4室",NA,NA,NA,NA
"瓏珀山 1期 Crown Tower 9樓 C室",NA,NA,NA,NA
"天璽．天 1期 5座 17樓 A1室",NA,NA,NA,NA
"Belgravia Place 1期 1A座 9樓 11室",NA,NA,NA,NA
"太和邨 麗和樓 (6座) 11樓 5室","Tai Wo Estate Block 6 Lai Wo House","Tai Wo Estate Block 6 Lai Wo House, Tai Po Tai Wo Rd, Tai Po, Hong Kong",22.4498005,114.1606873
"維港滙 3期 2座 31樓 A室",NA,NA,NA,NA
"維港滙 3期 2座 32樓 A室",NA,NA,NA,NA
"日出康城 12期B Park Seasons 2座 (2B) 38樓 E室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 27樓 C室",NA,NA,NA,NA
"朗賢峯 2A期 2座 1樓 A室",NA,NA,NA,NA
"朗賢峯 2A期 2座 1樓 B室",NA,NA,NA,NA
"朗賢峯 2A期 1座 8樓 F室",NA,NA,NA,NA
"朗賢峯 2A期 1座 9樓 E室",NA,NA,NA,NA
"朗賢峯 2A期 2座 1樓 C室",NA,NA,NA,NA
"天璽．天 1期 3座 43樓 D室",NA,NA,NA,NA
"吉喆 23樓 B室",NA,NA,NA,NA
"利奧坊．曉岸 2座 23樓 E室",NA,NA,NA,NA
"The Haddon 16樓 F室",NA,NA,NA,NA
"利奧坊．曉岸 2座 21樓 D室",NA,NA,NA,NA
"海璇 2B-3期 海璇 II 2座 18樓 B室",NA,NA,NA,NA
"天璽．天 1期 5座 5樓 B1室",NA,NA,NA,NA
"皓畋 2座 17樓 F室",NA,NA,NA,NA
"Bal Residence 20樓 C室",NA,NA,NA,NA
"Wetland Seasons Bay 3期 6B座 1樓 A1室",NA,NA,NA,NA
"泰峯 1B座 17樓 G室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 3座 31樓 C室",NA,NA,NA,NA
"維港1號 1A座 30樓 F室",NA,NA,NA,NA
"迎海 4期 迎海．駿岸 8座 15樓 F室",NA,NA,NA,NA
"海怡半島 4期 御庭園 豐景閣 (29座) 22樓 F室","South Horizons Phase 4 BLK 30 Wai King Court","South Horizons Phase 4 Block 30 Wai King Court, 30 Yi Nam Rd, South Horizons, Hong Kong",22.243881,114.149743
"皓日 15樓 K室",NA,NA,NA,NA
"彩明苑 彩柳閣 (B座) 21樓 5室","Choi Ming Court Block B Choi Lau House","Choi Ming Court Block B Choi Lau House, 3 Choi Ming St, Tiu Keng Wan, Hong Kong",22.3084729,114.2546757
"太古城 金殿台 齊宮閣 (25座) 17樓 A室",NA,NA,NA,NA
"太古城 安盛台 順安閣 (29座) 18樓 E室",NA,NA,NA,NA
"太古城 海景花園(西) 紫樺閣 (36座) 11樓 E室",NA,NA,NA,NA
"廣明苑 廣瑞閣 (D座) 13樓 4室",NA,NA,NA,NA
"僑熹樓 三樓 B室","Kiu Hay Mansion","Kiu Hay Mansion, Sai Yee St, Prince Edward, Hong Kong",22.3263037,114.1702043
"打鼓嶺道75A號 八樓 75A號",NA,NA,NA,NA
"星河明居 D座 5樓 6室","Galaxia Block D","Galaxia Block D, 3 Lung Poon St, Tai Hom, Hong Kong",22.3413653,114.201935
"光明大樓 22樓 C室","Kwong Ming Building","Kwong Ming Building, 8 Yee On St, Ngau Tau Kok, Hong Kong",22.3150211,114.2229124
"黃埔花園 11期 紫荊苑 7座 11樓 B室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 3座 23樓 H室",NA,NA,NA,NA
"仁富大廈 20樓 G室",NA,NA,NA,NA
"維多利中心 3座 12樓 F室","Victoria Centre Block 3","Victoria Centre Block 3, 15 Watson Rd, Causeway Bay, Hong Kong",22.2871582,114.1905199
"啟欣苑 A座 40樓 19室",NA,NA,NA,NA
"仁正大廈 19樓 A室",NA,NA,NA,NA
"富景閣 一樓 B室","Fu King Court","18-24 Ching Wah St, North Point, Hong Kong",22.288792,114.1976194
"麗港城 1期 15座 26樓 G室","Laguna City Block 15","Laguna City Block 15, 2 Laguna St, Laguna City, Hong Kong",22.3062948,114.2278644
"廣興大廈 4樓 D室","Kwong Hing Building","Kwong Hing Building, 959-973 Canton Rd, Mong Kok, Hong Kong",22.3164277,114.1675998
"Belgravia Place 1期 1A座 8樓 12室",NA,NA,NA,NA
"富寧花園 2座 23樓 A室","Fu Ning Garden Block 2","Fu Ning Garden Block 2, 25 Po Ning Rd, Hang Hau, Hong Kong",22.3196164,114.2679926
"兆禧苑 樂禧閣 (E座) 三樓 13室","Siu Hei Court Lok Hei House","Siu Hei Court Lok Hei House, 201 Wu Chui Rd, Tuen Mun, Hong Kong",22.374437,113.9669823
"金源洋樓 B座 14樓 7室","Goldmine Building Block B","Goldmine Building Block B, 345 Chai Wan Rd, Chai Wan, Hong Kong",22.2643447,114.2404313
"恒珀 26樓 B室",NA,NA,NA,NA
"恒珀 23樓 A室",NA,NA,NA,NA
"樂融軒 33樓 C室",NA,NA,NA,NA
"海翩滙 6座 12樓 K室",NA,NA,NA,NA
"天璽．天 1期 5座 38樓 B室",NA,NA,NA,NA
"天璽．天 1期 5座 35樓 B室",NA,NA,NA,NA
"天璽．天 1期 6座 39樓 A室",NA,NA,NA,NA
"天璽．天 1期 5座 23樓 A1室","Cullinan Sky","10號 Concorde Rd, Kai Tak, Hong Kong",22.3321694,114.199418
"維港1號 2B座 2樓 H室",NA,NA,NA,NA
"高爾夫．御苑 5座 10樓 A室",NA,NA,NA,NA
"皇府山 7座 13樓 B室","Noble Hill Tower 7","Noble Hill Tower 7, 38 Ma Sik Rd, Sheung Shui, Hong Kong",22.5037284,114.1359695
"新屯門中心 8座 18樓 C室","Sun Tuen Mun Centre Block 8","Sun Tuen Mun Centre Block 8, Lung Mun Rd, Tuen Mun, Hong Kong",22.3812896,113.9655884
"德福花園 K座 17樓 15室",NA,NA,NA,NA
"海茵莊園 2座 33樓 B3室",NA,NA,NA,NA
"城市花園 2期 14座 5樓 A室",NA,NA,NA,NA
"疊茵庭 7座 8樓 H室","Parkland Villas Phase 2 Block 7","Parkland Villas Phase 2 Block 7, 1 Tuen On Ln, Tuen Mun, Hong Kong",22.4106583,113.9808056
"Novo Land 3B期 Fiskars 1座 6樓 L室",NA,NA,NA,NA
"天璽．天 1期 5座 20樓 A1室","Cullinan Sky","10號 Concorde Rd, Kai Tak, Hong Kong",22.3321694,114.199418
"天璽．天 1期 3座 33樓 C室",NA,NA,NA,NA
"天璽．天 1期 3座 46樓 D室",NA,NA,NA,NA
"天璽．天 1期 6座 37樓 F室",NA,NA,NA,NA
"天璽．天 1期 5座 21樓 B5室",NA,NA,NA,NA
"家壹 27樓 B室",NA,NA,NA,NA
"Grand Yoho 2期 3座 20樓 E室",NA,NA,NA,NA
"時代廣場 E座 8樓 3室",NA,NA,NA,NA
"澳洲大廈 五樓 9號",NA,NA,NA,NA
"康怡花園 H座 (9-16室) 15樓 16室","Kornhill Block H","Kornhill Block H, 3 Hong Shing St, Kornhill, Hong Kong",22.2819102,114.216369
"香港黃金海岸 5座 12樓 F室","Hong Kong Gold Coast Block 5","Hong Kong Gold Coast Block 5, 1 Castle Peak Road-Castle Peak Bay, So Kwun Wat, Hong Kong",22.3728655,113.9920729
"翠鳳街24號 三樓 24號","三 24 号","三 24 号, 24號 Tsui Fung St, Chuk Un, Hong Kong",22.344741,114.196983
"威豪花園 2座 13樓 F室","Bay View Gardens Block 2","Bay View Gardens Block 2, 2 Wing Ting Rd, Ngau Chi Wan, Hong Kong",22.3367979,114.2085392
"麗港城 2期 25座 25樓 F室","Garden of Laguna City Phase 2","12 e, Laguna St E, Laguna City, Hong Kong",22.3068466,114.2294486
"天璽．天 1期 3座 41樓 C室",NA,NA,NA,NA
"啟德海灣 1期 2B座 9樓 J室",NA,NA,NA,NA
"天鑽 8座 12樓 F室",NA,NA,NA,NA
"港島南岸 2期 揚海 1座 (1B) 22樓 F室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 5B座 12樓 M室",NA,NA,NA,NA
"天璽．天 1期 5座 11樓 A6室",NA,NA,NA,NA
"天璽．天 1期 3座 32樓 C室",NA,NA,NA,NA
"怡心園 4座 9樓 E室","Serenity Place Block 4","Serenity Place Block 4, 88 Po Hong Rd, Tseung Kwan O, Hong Kong",22.3227583,114.253213
"華麗大廈 8樓 B室","Wah Lai Building","Wah Lai Building, 2 Lo Lung Hang St, Hung Hom, Hong Kong",22.3068756,114.1831122
"威信大廈 六樓 E室","軒威貿易有限公司","Hong Kong, 香港新界屯門 洪祥路3號 田氏中心3座6樓602室",22.392486,113.969898
"恆隆銀行大廈 3樓 C室",NA,NA,NA,NA
"俊民苑 文明閣 (J座) 十二樓 6室","Man Lan House","66號 Chung Hau St, No. 12 Hill, Hong Kong",22.3156907,114.1792796
"半島豪庭 4座 20樓 D室","Royal Peninsula Block 4","Royal Peninsula Block 4, Hung Hom, Hong Kong",22.3048535,114.184877
"皇府山 5座 12樓 F室","Noble Hill Tower 5","Noble Hill Tower 5, 38 Ma Sik Rd, Sheung Shui, Hong Kong",22.504024,114.1353425
"東堤灣畔 2期 6座 20樓 A室","中原地產東堤灣畔分行","Hong Kong, Tung Chung Crescent, 大嶼山東涌, 东涌第6座地下10號舖",22.288869,113.93966
"維港滙 3期 1座 (1B) 10樓 A室",NA,NA,NA,NA
"瓏璽 8座 35樓 B室","Imperial Cullinan Tower 8 Imperial Seacoast","Imperial Cullinan Tower 8 Imperial Seacoast, 10 Hoi Fai Rd, Tai Kok Tsui, Hong Kong",22.3186023,114.1564296
"邁亞美海灣 1座 10樓 G室","迈亚美海湾六座","Miami Beach Towers Block 6, 268號 Wu Chui Rd, Tuen Mun, Hong Kong",22.3714954,113.9703166
"雍翠豪園 1座 2樓 C室","雍翠豪園","1號 Fung Kam St, Yuen Long, Hong Kong",22.4415487,114.0325172
"荃威花園 車位 車庫4層 92號",NA,NA,NA,NA
"美都大廈 十四樓 C室","Mido Apartments","330～332 King's Rd, North Point, Hong Kong",22.2902096,114.1969213
"銀湖．天峰 1座 23樓 F室","Lake Silver Tower 1","Lake Silver Tower 1, 599 Sai Sha Rd, Lake Silver, Hong Kong",22.4286493,114.2429508
"日出康城 4期A 晉海 1A座 45樓 E室",NA,NA,NA,NA
"名城 1期 5座 29樓 ND室",NA,NA,NA,NA
"泰峯 1A座 39樓 C室",NA,NA,NA,NA
"泰峯 2B座 30樓 E室",NA,NA,NA,NA
"泰峯 1A座 19樓 B室",NA,NA,NA,NA
"黃金海灣 1期 意嵐 5B座 9樓 M室",NA,NA,NA,NA
"日出康城 7期B Grand Montara 1座 (1B) 53樓 B室",NA,NA,NA,NA
"康怡花園 C座 (9-16室) 30樓 10室",NA,NA,NA,NA
"海璇 2B-3期 海璇 II 2座 10樓 A室",NA,NA,NA,NA
"福華樓 二樓 B室","福華樓","34-38號 Shek Kip Mei St, Tong Mi, Hong Kong",22.3295827,114.1651596
"永利中心 車位 2樓 43號",NA,NA,NA,NA
"永利中心 車位 2樓 44號","Winner Centre Car Park","Hong Kong, Chai Wan, Chai Wan Rd, 333號, Winner Centre Block B, 71G地下",22.2637282,114.2382843
"富安花園 7座 4樓 K室","Chevalier Garden Block 7","Chevalier Garden Block 7, 2 Hang Shun St, Chevalier Garden, Hong Kong",22.4045189,114.2232573
"名城 3期 盛世 車位 停車場層 R256號","Festival City I","1 Mei Tin Rd, Tai Wai, Hong Kong",22.3701591,114.175644
"太明樓 十一樓 H室","Tai Ming House","Tai Ming House, 9 Greig Road, Kornhill, Hong Kong",22.2834651,114.2146094
"健威花園 A座 15樓 2室",NA,NA,NA,NA
"黃埔新邨 佳富樓 (V座) 十四樓 6室","Whampoa Estate Kai Fu Building","Whampoa Estate Kai Fu Building, 99G Dock St, Hung Hom, Hong Kong",22.3057596,114.1876406
"天璽．天 1期 5座 16樓 A6室",NA,NA,NA,NA
"天璽．天 1期 6座 18樓 A2室",NA,NA,NA,NA
"盈暉臺 1座 31樓 B室","Nob Hill Tower 1","Nob Hill Tower 1, 8 King Lai Path, Lai Chi Kok, Hong Kong",22.3416759,114.1370716
"寶林邨 寶勤樓 (6座) 22樓 33室","Po Lam Estate Block 6 Po Kan House","Po Lam Estate Block 6 Po Kan House, 18號 Po Lam Rd N, Tseung Kwan O, Hong Kong",22.3248448,114.2559991
"Larchwood 7樓 A室","Arran Tower 環亞中心","Lin Shing House, 7 Arran St, Mong Kok, Hong Kong",22.3223349,114.1660985
"利寶大廈 23樓 H室","水果盒子 FruttiBoz","Hong Kong, Kwai Chung, Castle Peak Rd - Kwai Chung, 403-413號, Reason Group Tower, 23樓H室",22.3641623,114.1354811
"奧柏．御峯 1座 21樓 A室","Park Summit Tower 1","Park Summit Tower 1, Beech St, Tai Kok Tsui, Hong Kong",22.3205167,114.1632339
"河背街64號 五樓 後座","五 后","五 后, 64 Ho Pui St, Tsuen Wan, Hong Kong",22.3684491,114.1158057
"翠林花園 A座 3樓 7室","Greenland Garden Block A","Greenland Garden Block A, 15 Shek Pai Tau Rd, Tuen Mun, Hong Kong",22.4008833,113.9716056
"畢架山花園 車位 3樓 105號(II期)",NA,NA,NA,NA
"佳悅 27樓 C室",NA,NA,NA,NA
"瑜悅 30樓 F室",NA,NA,NA,NA
"春暉花園 十七樓 D室","中原地產 溱岸8號分行","Hong Kong, Sha Tin, Sha Kok St, 7至11號翠華花園地下10號舖",22.3795947,114.1964921
"泰峯 2B座 31樓 E室",NA,NA,NA,NA
"啟鑽苑 5座 (啟湖閣) 19樓 19室","Kai Chuen Court","235號 Choi Hung Rd, Tai Hom, Hong Kong",22.3393001,114.2000991
"星凱．堤岸 2座 33樓 H室",NA,NA,NA,NA
"興隆大廈 5樓 F室",NA,NA,NA,NA
"Silicon Hill University Hill 2B期 優景閣 第2座 8樓 A6室",NA,NA,NA,NA
"宏暉大廈 二十二樓 B室","Wang Fai Mansion","no.2, 12 Wang On Rd, North Point, Hong Kong",22.2887607,114.1921392
"萬盛閣 1座 14樓 D室","Prosperity Court","Prosperity Court, 168 Lai Chi Kok Rd, Prince Edward, Hong Kong",22.3256853,114.1646041
"海茵莊園 2座 26樓 B2室",NA,NA,NA,NA
"兆禧苑 宏禧閣 (B座) 二十四樓 15室",NA,NA,NA,NA
"尚珩 花園複式",NA,NA,NA,NA
"集景樓 10樓 P室",NA,NA,NA,NA
"柏蔚森 2期 柏蔚森II 3座 16樓 B室",NA,NA,NA,NA
"凱玥 1座 18樓 A室",NA,NA,NA,NA
"港島南岸 2期 揚海 2座 (2A) 26樓 C室",NA,NA,NA,NA
"龍翔閣 六樓 A室","龍翔閣","Lung Cheung Court, Lung Kong Rd, Kowloon City, Hong Kong",22.329381,114.190286
"澐璟 3A座 22樓 A室",NA,NA,NA,NA
"澐璟 3B座 11樓 A室",NA,NA,NA,NA
"澐璟 3B座 20樓 B室",NA,NA,NA,NA
"澐璟 3B座 21樓 A室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 9樓 J室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 10樓 A室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 10樓 F室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 10樓 J室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 30樓 A室",NA,NA,NA,NA
"港島南岸 3C期 Blue Coast II 5座 32樓 E室",NA,NA,NA,NA
"浪翠園 1期 2座 26樓 A室",NA,NA,NA,NA
"富榮花園 16座 12樓 A室","Charming Garden Phase 1 Block 16","Charming Garden Phase 1 Block 16, 8 Hoi Ting Rd, Charming Garden, Hong Kong",22.3141526,114.1656698
"天盛苑 盛彩閣 (A座) 19樓 7室",NA,NA,NA,NA
"爵悅庭 西爵軒 (B1) 61樓 B室","Chelsea Court Tower West","Chelsea Court Tower West, 100 Yeung Uk Rd, Tsuen Wan, Hong Kong",22.366869,114.1170678
"尚逸 20樓 C室",NA,NA,NA,NA
"啟德海灣 1期 2A座 15樓 H室",NA,NA,NA,NA
"柏蔚森 2期 柏蔚森II 3座 17樓 B室",NA,NA,NA,NA
"麗城花園 3期 6座 19樓 A室",NA,NA,NA,NA
